ID,Name,Internal Name
785,Harpy Wings,HarpyWings
786,Bone Wings,BoneWings
787,Hammush,Hammush
788,Nettle Burst,NettleBurst
789,Ankh Banner,AnkhBanner
790,Snake Banner,SnakeBanner
791,Omega Banner,OmegaBanner
792,Crimson Helmet,CrimsonHelmet
793,Crimson Scalemail,CrimsonScalemail
794,Crimson Greaves,CrimsonGreaves
795,Blood Butcherer,BloodButcherer
796,Tendon Bow,TendonBow
797,Flesh Grinder,FleshGrinder
798,Deathbringer Pickaxe,DeathbringerPickaxe
799,Blood Lust Cluster,BloodLustCluster
800,The Undertaker,TheUndertaker
801,The Meatball,TheMeatball
802,The Rotted Fork,TheRottedFork
803,Snow Hood,EskimoHood
804,Snow Coat,EskimoCoat
805,Snow Pants,EskimoPants
806,Living Wood Chair,LivingWoodChair
807,Cactus Chair,CactusChair
808,Bone Chair,BoneChair
809,Flesh Chair,FleshChair
810,Mushroom Chair,MushroomChair
811,Bone Work Bench,BoneWorkBench
812,Cactus Work Bench,CactusWorkBench
813,Flesh Work Bench,FleshWorkBench
814,Mushroom Work Bench,MushroomWorkBench
815,Slime Work Bench,SlimeWorkBench
816,Cactus Door,CactusDoor
817,Flesh Door,FleshDoor
818,Mushroom Door,MushroomDoor
819,Living Wood Door,LivingWoodDoor
820,Bone Door,BoneDoor
821,Flame Wings,FlameWings
822,Frozen Wings,FrozenWings
823,Spectre Wings,GhostWings
824,Sunplate Block,SunplateBlock
825,Disc Wall,DiscWall
826,Skyware Chair,SkywareChair
827,Bone Table,BoneTable
828,Flesh Table,FleshTable
829,Living Wood Table,LivingWoodTable
830,Skyware Table,SkywareTable
831,Living Wood Chest,LivingWoodChest
832,Living Wood Wand,LivingWoodWand
833,Purple Ice Block,PurpleIceBlock
834,Pink Ice Block,PinkIceBlock
835,Red Ice Block,RedIceBlock
836,Crimstone Block,CrimstoneBlock
837,Skyware Door,SkywareDoor
838,Skyware Chest,SkywareChest
839,Steampunk Hat,SteampunkHat
840,Steampunk Shirt,SteampunkShirt
841,Steampunk Pants,SteampunkPants
842,Bee Hat,BeeHat
843,Bee Shirt,BeeShirt
844,Bee Pants,BeePants
845,World Banner,WorldBanner
846,Sun Banner,SunBanner
847,Gravity Banner,GravityBanner
848,Pharaoh's Mask,PharaohsMask
849,Actuator,Actuator
850,Blue Wrench,BlueWrench
851,Green Wrench,GreenWrench
852,Blue Pressure Plate,BluePressurePlate
853,Yellow Pressure Plate,YellowPressurePlate
854,Discount Card,DiscountCard
855,Lucky Coin,LuckyCoin
856,Unicorn on a Stick,UnicornonaStick
857,Sandstorm in a Bottle,SandstorminaBottle
858,Boreal Wood Sofa,BorealWoodSofa
859,Beach Ball,BeachBall
860,Charm of Myths,CharmofMyths
861,Moon Shell,MoonShell
862,Star Veil,StarVeil
863,Water Walking Boots,WaterWalkingBoots
864,Tiara,Tiara
865,Princess Dress,PrincessDress
866,Pharaoh's Robe,PharaohsRobe
867,Green Cap,GreenCap
868,Mushroom Cap,MushroomCap
869,Tam O' Shanter,TamOShanter
870,Mummy Mask,MummyMask
871,Mummy Shirt,MummyShirt
872,Mummy Pants,MummyPants
873,Cowboy Hat,CowboyHat
874,Cowboy Jacket,CowboyJacket
875,Cowboy Pants,CowboyPants
876,Pirate Hat,PirateHat
877,Pirate Shirt,PirateShirt
878,Pirate Pants,PiratePants
879,Viking Helmet,VikingHelmet
880,Crimtane Ore,CrimtaneOre
881,Cactus Sword,CactusSword
882,Cactus Pickaxe,CactusPickaxe
883,Ice Brick,IceBrick
884,Ice Brick Wall,IceBrickWall
885,Adhesive Bandage,AdhesiveBandage
886,Armor Polish,ArmorPolish
887,Bezoar,Bezoar
888,Blindfold,Blindfold
889,Fast Clock,FastClock
890,Megaphone,Megaphone
891,Nazar,Nazar
892,Vitamins,Vitamins
893,Trifold Map,TrifoldMap
894,Cactus Helmet,CactusHelmet
895,Cactus Breastplate,CactusBreastplate
896,Cactus Leggings,CactusLeggings
897,Power Glove,PowerGlove
898,Lightning Boots,LightningBoots
899,Sun Stone,SunStone
900,Moon Stone,MoonStone
901,Armor Bracing,ArmorBracing
902,Medicated Bandage,MedicatedBandage
903,The Plan,ThePlan
904,Countercurse Mantra,CountercurseMantra
905,Coin Gun,CoinGun
906,Lava Charm,LavaCharm
907,Obsidian Water Walking Boots,ObsidianWaterWalkingBoots
908,Lava Waders,LavaWaders
909,Pure Water Fountain,PureWaterFountain
910,Desert Water Fountain,DesertWaterFountain
911,Shadewood,Shadewood
912,Shadewood Door,ShadewoodDoor
913,Shadewood Platform,ShadewoodPlatform
914,Shadewood Chest,ShadewoodChest
915,Shadewood Chair,ShadewoodChair
916,Shadewood Work Bench,ShadewoodWorkBench
917,Shadewood Table,ShadewoodTable
918,Shadewood Dresser,ShadewoodDresser
919,Shadewood Piano,ShadewoodPiano
920,Shadewood Bed,ShadewoodBed
921,Shadewood Sword,ShadewoodSword
922,Shadewood Hammer,ShadewoodHammer
923,Shadewood Bow,ShadewoodBow
924,Shadewood Helmet,ShadewoodHelmet
925,Shadewood Breastplate,ShadewoodBreastplate
926,Shadewood Greaves,ShadewoodGreaves
927,Shadewood Wall,ShadewoodWall
928,Cannon,Cannon
929,Cannonball,Cannonball
930,Flare Gun,FlareGun
931,Flare,Flare
932,Bone Wand,BoneWand
933,Leaf Wand,LeafWand
934,Flying Carpet,FlyingCarpet
935,Avenger Emblem,AvengerEmblem
936,Mechanical Glove,MechanicalGlove
937,Land Mine,LandMine
938,Paladin's Shield,PaladinsShield
939,Web Slinger,WebSlinger
940,Jungle Water Fountain,JungleWaterFountain
941,Icy Water Fountain,IcyWaterFountain
942,Corrupt Water Fountain,CorruptWaterFountain
943,Crimson Water Fountain,CrimsonWaterFountain
944,Hallowed Water Fountain,HallowedWaterFountain
945,Blood Water Fountain,BloodWaterFountain
946,Umbrella,Umbrella
947,Chlorophyte Ore,ChlorophyteOre
948,Steampunk Wings,SteampunkWings
949,Snowball,Snowball
950,Ice Skates,IceSkates
951,Snowball Launcher,SnowballLauncher
952,Web Covered Chest,WebCoveredChest
953,Climbing Claws,ClimbingClaws
954,Ancient Iron Helmet,AncientIronHelmet
955,Ancient Gold Helmet,AncientGoldHelmet
956,Ancient Shadow Helmet,AncientShadowHelmet
957,Ancient Shadow Scalemail,AncientShadowScalemail
958,Ancient Shadow Greaves,AncientShadowGreaves
959,Ancient Necro Helmet,AncientNecroHelmet
960,Ancient Cobalt Helmet,AncientCobaltHelmet
961,Ancient Cobalt Breastplate,AncientCobaltBreastplate
962,Ancient Cobalt Leggings,AncientCobaltLeggings
963,Black Belt,BlackBelt
964,Boomstick,Boomstick
965,Rope,Rope
966,Campfire,Campfire
967,Marshmallow,Marshmallow
968,Marshmallow on a Stick,MarshmallowonaStick
969,Cooked Marshmallow,CookedMarshmallow
970,Red Rocket,RedRocket
971,Green Rocket,GreenRocket
972,Blue Rocket,BlueRocket
973,Yellow Rocket,YellowRocket
974,Ice Torch,IceTorch
975,Shoe Spikes,ShoeSpikes
976,Tiger Climbing Gear,TigerClimbingGear
977,Tabi,Tabi
978,Pink Snow Hood,PinkEskimoHood
979,Pink Snow Coat,PinkEskimoCoat
980,Pink Snow Pants,PinkEskimoPants
981,Pink Thread,PinkThread
982,Mana Regeneration Band,ManaRegenerationBand
983,Sandstorm in a Balloon,SandstorminaBalloon
984,Master Ninja Gear,MasterNinjaGear
985,Rope Coil,RopeCoil
986,Blowgun,Blowgun
987,Blizzard in a Bottle,BlizzardinaBottle
988,Frostburn Arrow,FrostburnArrow
989,Enchanted Sword,EnchantedSword
990,Pickaxe Axe,PickaxeAxe
991,Cobalt Waraxe,CobaltWaraxe
992,Mythril Waraxe,MythrilWaraxe
993,Adamantite Waraxe,AdamantiteWaraxe
994,Eater's Bone,EatersBone
995,Blend-O-Matic,BlendOMatic
996,Meat Grinder,MeatGrinder
997,Extractinator,Extractinator
998,Solidifier,Solidifier
999,Amber,Amber
1000,Confetti Gun,ConfettiGun
1001,Chlorophyte Mask,ChlorophyteMask
1002,Chlorophyte Helmet,ChlorophyteHelmet
1003,Chlorophyte Headgear,ChlorophyteHeadgear
1004,Chlorophyte Plate Mail,ChlorophytePlateMail
1005,Chlorophyte Greaves,ChlorophyteGreaves
1006,Chlorophyte Bar,ChlorophyteBar
1007,Red Dye,RedDye
1008,Orange Dye,OrangeDye
1009,Yellow Dye,YellowDye
1010,Lime Dye,LimeDye
1011,Green Dye,GreenDye
1012,Teal Dye,TealDye
1013,Cyan Dye,CyanDye
1014,Sky Blue Dye,SkyBlueDye
1015,Blue Dye,BlueDye
1016,Purple Dye,PurpleDye
1017,Violet Dye,VioletDye
1018,Pink Dye,PinkDye
1019,Red and Black Dye,RedandBlackDye
1020,Orange and Black Dye,OrangeandBlackDye
1021,Yellow and Black Dye,YellowandBlackDye
1022,Lime and Black Dye,LimeandBlackDye
1023,Green and Black Dye,GreenandBlackDye
1024,Teal and Black Dye,TealandBlackDye
1025,Cyan and Black Dye,CyanandBlackDye
1026,Sky Blue and Black Dye,SkyBlueandBlackDye
1027,Blue and Black Dye,BlueandBlackDye
1028,Purple and Black Dye,PurpleandBlackDye
1029,Violet and Black Dye,VioletandBlackDye
1030,Pink and Black Dye,PinkandBlackDye
1031,Flame Dye,FlameDye
1032,Flame and Black Dye,FlameAndBlackDye
1033,Green Flame Dye,GreenFlameDye
1034,Green Flame and Black Dye,GreenFlameAndBlackDye
1035,Blue Flame Dye,BlueFlameDye
1036,Blue Flame and Black Dye,BlueFlameAndBlackDye
1037,Silver Dye,SilverDye
1038,Bright Red Dye,BrightRedDye
1039,Bright Orange Dye,BrightOrangeDye
1040,Bright Yellow Dye,BrightYellowDye
1041,Bright Lime Dye,BrightLimeDye
1042,Bright Green Dye,BrightGreenDye
1043,Bright Teal Dye,BrightTealDye
1044,Bright Cyan Dye,BrightCyanDye
1045,Bright Sky Blue Dye,BrightSkyBlueDye
1046,Bright Blue Dye,BrightBlueDye
1047,Bright Purple Dye,BrightPurpleDye
1048,Bright Violet Dye,BrightVioletDye
1049,Bright Pink Dye,BrightPinkDye
1050,Black Dye,BlackDye
1051,Red and Silver Dye,RedandSilverDye
1052,Orange and Silver Dye,OrangeandSilverDye
1053,Yellow and Silver Dye,YellowandSilverDye
1054,Lime and Silver Dye,LimeandSilverDye
1055,Green and Silver Dye,GreenandSilverDye
1056,Teal and Silver Dye,TealandSilverDye
1057,Cyan and Silver Dye,CyanandSilverDye
1058,Sky Blue and Silver Dye,SkyBlueandSilverDye
1059,Blue and Silver Dye,BlueandSilverDye
1060,Purple and Silver Dye,PurpleandSilverDye
1061,Violet and Silver Dye,VioletandSilverDye
1062,Pink and Silver Dye,PinkandSilverDye
1063,Intense Flame Dye,IntenseFlameDye
1064,Intense Green Flame Dye,IntenseGreenFlameDye
1065,Intense Blue Flame Dye,IntenseBlueFlameDye
1066,Rainbow Dye,RainbowDye
1067,Intense Rainbow Dye,IntenseRainbowDye
1068,Yellow Gradient Dye,YellowGradientDye
1069,Cyan Gradient Dye,CyanGradientDye
1070,Violet Gradient Dye,VioletGradientDye
1071,Paintbrush,Paintbrush
1072,Paint Roller,PaintRoller
1073,Red Paint,RedPaint
1074,Orange Paint,OrangePaint
1075,Yellow Paint,YellowPaint
1076,Lime Paint,LimePaint
1077,Green Paint,GreenPaint
1078,Teal Paint,TealPaint
1079,Cyan Paint,CyanPaint
1080,Sky Blue Paint,SkyBluePaint
1081,Blue Paint,BluePaint
1082,Purple Paint,PurplePaint
1083,Violet Paint,VioletPaint
1084,Pink Paint,PinkPaint
1085,Deep Red Paint,DeepRedPaint
1086,Deep Orange Paint,DeepOrangePaint
1087,Deep Yellow Paint,DeepYellowPaint
1088,Deep Lime Paint,DeepLimePaint
1089,Deep Green Paint,DeepGreenPaint
1090,Deep Teal Paint,DeepTealPaint
1091,Deep Cyan Paint,DeepCyanPaint
1092,Deep Sky Blue Paint,DeepSkyBluePaint
1093,Deep Blue Paint,DeepBluePaint
1094,Deep Purple Paint,DeepPurplePaint
1095,Deep Violet Paint,DeepVioletPaint
1096,Deep Pink Paint,DeepPinkPaint
1097,Black Paint,BlackPaint
1098,White Paint,WhitePaint
1099,Gray Paint,GrayPaint
1100,Paint Scraper,PaintScraper
1101,Lihzahrd Brick,LihzahrdBrick
1102,Lihzahrd Brick Wall,LihzahrdBrickWall
1103,Slush Block,SlushBlock
1104,Palladium Ore,PalladiumOre
1105,Orichalcum Ore,OrichalcumOre
1106,Titanium Ore,TitaniumOre
1107,Teal Mushroom,TealMushroom
1108,Green Mushroom,GreenMushroom
1109,Sky Blue Flower,SkyBlueFlower
1110,Yellow Marigold,YellowMarigold
1111,Blue Berries,BlueBerries
1112,Lime Kelp,LimeKelp
1113,Pink Prickly Pear,PinkPricklyPear
1114,Orange Bloodroot,OrangeBloodroot
1115,Red Husk,RedHusk
1116,Cyan Husk,CyanHusk
1117,Violet Husk,VioletHusk
1118,Purple Mucus,PurpleMucos
1119,Black Ink,BlackInk
1120,Dye Vat,DyeVat
1121,Bee Gun,BeeGun
1122,Possessed Hatchet,PossessedHatchet
1123,Bee Keeper,BeeKeeper
1124,Hive,Hive
1125,Honey Block,HoneyBlock
1126,Hive Wall,HiveWall
1127,Crispy Honey Block,CrispyHoneyBlock
1128,Honey Bucket,HoneyBucket
1129,Hive Wand,HiveWand
1130,Beenade,Beenade
1131,Gravity Globe,GravityGlobe
1132,Honey Comb,HoneyComb
1133,Abeemination,Abeemination
1134,Bottled Honey,BottledHoney
1135,Rain Hat,RainHat
1136,Rain Coat,RainCoat
1137,Lihzahrd Door,LihzahrdDoor
1138,Dungeon Door,DungeonDoor
1139,Lead Door,LeadDoor
1140,Iron Door,IronDoor
1141,Temple Key,TempleKey
1142,Lihzahrd Chest,LihzahrdChest
1143,Lihzahrd Chair,LihzahrdChair
1144,Lihzahrd Table,LihzahrdTable
1145,Lihzahrd Work Bench,LihzahrdWorkBench
1146,Super Dart Trap,SuperDartTrap
1147,Flame Trap,FlameTrap
1148,Spiky Ball Trap,SpikyBallTrap
1149,Spear Trap,SpearTrap
1150,Wooden Spike,WoodenSpike
1151,Lihzahrd Pressure Plate,LihzahrdPressurePlate
1152,Lihzahrd Statue,LihzahrdStatue
1153,Lihzahrd Watcher Statue,LihzahrdWatcherStatue
1154,Lihzahrd Guardian Statue,LihzahrdGuardianStatue
1155,Wasp Gun,WaspGun
1156,Piranha Gun,PiranhaGun
1157,Pygmy Staff,PygmyStaff
1158,Pygmy Necklace,PygmyNecklace
1159,Tiki Mask,TikiMask
1160,Tiki Shirt,TikiShirt
1161,Tiki Pants,TikiPants
1162,Leaf Wings,LeafWings
1163,Blizzard in a Balloon,BlizzardinaBalloon
1164,Bundle of Balloons,BundleofBalloons
1165,Bat Wings,BatWings
1166,Bone Sword,BoneSword
1167,Hercules Beetle,HerculesBeetle
1168,Smoke Bomb,SmokeBomb
1169,Bone Key,BoneKey
1170,Nectar,Nectar
1171,Tiki Totem,TikiTotem
1172,Lizard Egg,LizardEgg
1173,Grave Marker,GraveMarker
1174,Cross Grave Marker,CrossGraveMarker
1175,Headstone,Headstone
1176,Gravestone,Gravestone
1177,Obelisk,Obelisk
1178,Leaf Blower,LeafBlower
1179,Chlorophyte Bullet,ChlorophyteBullet
1180,Parrot Cracker,ParrotCracker
1181,Strange Glowing Mushroom,StrangeGlowingMushroom
1182,Seedling,Seedling
1183,Wisp in a Bottle,WispinaBottle
1184,Palladium Bar,PalladiumBar
1185,Palladium Sword,PalladiumSword
1186,Palladium Pike,PalladiumPike
1187,Palladium Repeater,PalladiumRepeater
1188,Palladium Pickaxe,PalladiumPickaxe
1189,Palladium Drill,PalladiumDrill
1190,Palladium Chainsaw,PalladiumChainsaw
1191,Orichalcum Bar,OrichalcumBar
1192,Orichalcum Sword,OrichalcumSword
1193,Orichalcum Halberd,OrichalcumHalberd
1194,Orichalcum Repeater,OrichalcumRepeater
1195,Orichalcum Pickaxe,OrichalcumPickaxe
1196,Orichalcum Drill,OrichalcumDrill
1197,Orichalcum Chainsaw,OrichalcumChainsaw
1198,Titanium Bar,TitaniumBar
1199,Titanium Sword,TitaniumSword
1200,Titanium Trident,TitaniumTrident
1201,Titanium Repeater,TitaniumRepeater
1202,Titanium Pickaxe,TitaniumPickaxe
1203,Titanium Drill,TitaniumDrill
1204,Titanium Chainsaw,TitaniumChainsaw
1205,Palladium Mask,PalladiumMask
1206,Palladium Helmet,PalladiumHelmet
1207,Palladium Headgear,PalladiumHeadgear
1208,Palladium Breastplate,PalladiumBreastplate
1209,Palladium Leggings,PalladiumLeggings
1210,Orichalcum Mask,OrichalcumMask
1211,Orichalcum Helmet,OrichalcumHelmet
1212,Orichalcum Headgear,OrichalcumHeadgear
1213,Orichalcum Breastplate,OrichalcumBreastplate
1214,Orichalcum Leggings,OrichalcumLeggings
1215,Titanium Mask,TitaniumMask
1216,Titanium Helmet,TitaniumHelmet
1217,Titanium Headgear,TitaniumHeadgear
1218,Titanium Breastplate,TitaniumBreastplate
1219,Titanium Leggings,TitaniumLeggings
1220,Orichalcum Anvil,OrichalcumAnvil
1221,Titanium Forge,TitaniumForge
1222,Palladium Waraxe,PalladiumWaraxe
1223,Orichalcum Waraxe,OrichalcumWaraxe
1224,Titanium Waraxe,TitaniumWaraxe
1225,Hallowed Bar,HallowedBar
1226,Chlorophyte Claymore,ChlorophyteClaymore
1227,Chlorophyte Saber,ChlorophyteSaber
1228,Chlorophyte Partisan,ChlorophytePartisan
1229,Chlorophyte Shotbow,ChlorophyteShotbow
1230,Chlorophyte Pickaxe,ChlorophytePickaxe
1231,Chlorophyte Drill,ChlorophyteDrill
1232,Chlorophyte Chainsaw,ChlorophyteChainsaw
1233,Chlorophyte Greataxe,ChlorophyteGreataxe
1234,Chlorophyte Warhammer,ChlorophyteWarhammer
1235,Chlorophyte Arrow,ChlorophyteArrow
1236,Amethyst Hook,AmethystHook
1237,Topaz Hook,TopazHook
1238,Sapphire Hook,SapphireHook
1239,Emerald Hook,EmeraldHook
1240,Ruby Hook,RubyHook
1241,Diamond Hook,DiamondHook
1242,Amber Mosquito,AmberMosquito
1243,Umbrella Hat,UmbrellaHat
1244,Nimbus Rod,NimbusRod
1245,Orange Torch,OrangeTorch
1246,Crimsand Block,CrimsandBlock
1247,Bee Cloak,BeeCloak
1248,Eye of the Golem,EyeoftheGolem
1249,Honey Balloon,HoneyBalloon
1250,Blue Horseshoe Balloon,BlueHorseshoeBalloon
1251,White Horseshoe Balloon,WhiteHorseshoeBalloon
1252,Yellow Horseshoe Balloon,YellowHorseshoeBalloon
1253,Frozen Turtle Shell,FrozenTurtleShell
1254,Sniper Rifle,SniperRifle
1255,Venus Magnum,VenusMagnum
1256,Crimson Rod,CrimsonRod
1257,Crimtane Bar,CrimtaneBar
1258,Stynger,Stynger
1259,Flower Pow,FlowerPow
1260,Rainbow Gun,RainbowGun
1261,Stynger Bolt,StyngerBolt
1262,Chlorophyte Jackhammer,ChlorophyteJackhammer
1263,Teleporter,Teleporter
1264,Flower of Frost,FlowerofFrost
1265,Uzi,Uzi
1266,Magnet Sphere,MagnetSphere
1267,Purple Stained Glass,PurpleStainedGlass
1268,Yellow Stained Glass,YellowStainedGlass
1269,Blue Stained Glass,BlueStainedGlass
1270,Green Stained Glass,GreenStainedGlass
1271,Red Stained Glass,RedStainedGlass
1272,Multicolored Stained Glass,MulticoloredStainedGlass
1273,Skeletron Hand,SkeletronHand
1274,Skull,Skull
1275,Balla Hat,BallaHat
1276,Gangsta Hat,GangstaHat
1277,Sailor Hat,SailorHat
1278,Eye Patch,EyePatch
1279,Sailor Shirt,SailorShirt
1280,Sailor Pants,SailorPants
1281,Skeletron Mask,SkeletronMask
1282,Amethyst Robe,AmethystRobe
1283,Topaz Robe,TopazRobe
1284,Sapphire Robe,SapphireRobe
1285,Emerald Robe,EmeraldRobe
1286,Ruby Robe,RubyRobe
1287,Diamond Robe,DiamondRobe
1288,White Tuxedo Shirt,WhiteTuxedoShirt
1289,White Tuxedo Pants,WhiteTuxedoPants
1290,Panic Necklace,PanicNecklace
1291,Life Fruit,LifeFruit
1292,Lihzahrd Altar,LihzahrdAltar
1293,Lihzahrd Power Cell,LihzahrdPowerCell
1294,Picksaw,Picksaw
1295,Heat Ray,HeatRay
1296,Staff of Earth,StaffofEarth
1297,Golem Fist,GolemFist
1298,Water Chest,WaterChest
1299,Binoculars,Binoculars
1300,Rifle Scope,RifleScope
1301,Destroyer Emblem,DestroyerEmblem
1302,High Velocity Bullet,HighVelocityBullet
1303,Jellyfish Necklace,JellyfishNecklace
1304,Zombie Arm,ZombieArm
1305,The Axe,TheAxe
1306,Ice Sickle,IceSickle
1307,Clothier Voodoo Doll,ClothierVoodooDoll
1308,Poison Staff,PoisonStaff
1309,Slime Staff,SlimeStaff
1310,Poison Dart,PoisonDart
1311,Eye Spring,EyeSpring
1312,Toy Sled,ToySled
1313,Book of Skulls,BookofSkulls
1314,KO Cannon,KOCannon
1315,Pirate Map,PirateMap
1316,Turtle Helmet,TurtleHelmet
1317,Turtle Scale Mail,TurtleScaleMail
1318,Turtle Leggings,TurtleLeggings
1319,Snowball Cannon,SnowballCannon
1320,Bone Pickaxe,BonePickaxe
1321,Magic Quiver,MagicQuiver
1322,Magma Stone,MagmaStone
1323,Obsidian Rose,ObsidianRose
1324,Bananarang,Bananarang
1325,Chain Knife,ChainKnife
1326,Rod of Discord,RodofDiscord
1327,Death Sickle,DeathSickle
1328,Turtle Shell,TurtleShell
1329,Tissue Sample,TissueSample
1330,Vertebra,Vertebrae
1331,Bloody Spine,BloodySpine
1332,Ichor,Ichor
1333,Ichor Torch,IchorTorch
1334,Ichor Arrow,IchorArrow
1335,Ichor Bullet,IchorBullet
1336,Golden Shower,GoldenShower
1337,Bunny Cannon,BunnyCannon
1338,Explosive Bunny,ExplosiveBunny
1339,Vial of Venom,VialofVenom
1340,Flask of Venom,FlaskofVenom
1341,Venom Arrow,VenomArrow
1342,Venom Bullet,VenomBullet
1343,Fire Gauntlet,FireGauntlet
1344,Cog,Cog
1345,Confetti,Confetti
1346,Nanites,Nanites
1347,Explosive Powder,ExplosivePowder
1348,Gold Dust,GoldDust
1349,Party Bullet,PartyBullet
1350,Nano Bullet,NanoBullet
1351,Exploding Bullet,ExplodingBullet
1352,Golden Bullet,GoldenBullet
1353,Flask of Cursed Flames,FlaskofCursedFlames
1354,Flask of Fire,FlaskofFire
1355,Flask of Gold,FlaskofGold
1356,Flask of Ichor,FlaskofIchor
1357,Flask of Nanites,FlaskofNanites
1358,Flask of Party,FlaskofParty
1359,Flask of Poison,FlaskofPoison
1360,Eye of Cthulhu Trophy,EyeofCthulhuTrophy
1361,Eater of Worlds Trophy,EaterofWorldsTrophy
1362,Brain of Cthulhu Trophy,BrainofCthulhuTrophy
1363,Skeletron Trophy,SkeletronTrophy
1364,Queen Bee Trophy,QueenBeeTrophy
1365,Wall of Flesh Trophy,WallofFleshTrophy
1366,Destroyer Trophy,DestroyerTrophy
1367,Skeletron Prime Trophy,SkeletronPrimeTrophy
1368,Retinazer Trophy,RetinazerTrophy
1369,Spazmatism Trophy,SpazmatismTrophy
1370,Plantera Trophy,PlanteraTrophy
1371,Golem Trophy,GolemTrophy
1372,Blood Moon Rising,BloodMoonRising
1373,The Hanged Man,TheHangedMan
1374,Glory of the Fire,GloryoftheFire
1375,Bone Warp,BoneWarp
1376,Wall Skeleton,WallSkeleton
1377,Hanging Skeleton,HangingSkeleton
1378,Blue Slab Wall,BlueSlabWall
1379,Blue Tiled Wall,BlueTiledWall
1380,Pink Slab Wall,PinkSlabWall
1381,Pink Tiled Wall,PinkTiledWall
1382,Green Slab Wall,GreenSlabWall
1383,Green Tiled Wall,GreenTiledWall
1384,Blue Brick Platform,BlueBrickPlatform
1385,Pink Brick Platform,PinkBrickPlatform
1386,Green Brick Platform,GreenBrickPlatform
1387,Metal Shelf,MetalShelf
1388,Brass Shelf,BrassShelf
1389,Wood Shelf,WoodShelf
