name,id,Version,Type,Category,Mod
Bar Mold,HCBarmold,B41 Beta,Drainable,Pottery,Hydrocraft
Barbecue Cookbook,HCCookbookbbq,B41 Beta,Literature,Cookbooks,Hydrocraft
Barbed Wire,BarbedWire,41.1,Normal,items,Classic
Barbell,BarBell,41.1,Weapon,items_weapons,Classic
Bare Hands,BareHands,41.1,Weapon,items_weapons,Classic
Bark,HCBark,B41 Beta,Food,Foraging,Hydrocraft
Bark Strip,HCBarkstrip,B41 Beta,Normal,Tailoring,Hydrocraft
Barrel Dogs Leather Jacket,Jacket_LeatherBarrelDogs,41.1,Clothing,clothing/clothing_jacket,Classic
Barrel of Apple Mash,HCBarrelapple,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Blue Agave Mash,HCBarrelblueagave,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Brewed Honey,HCBarrelhoney,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of Corn Mash,HCBarrelcorn,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of fermented Lemon,HCBarrelLemonFermented,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Flour Mash,HCBarrelflour,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Juniper Berry Mash,HCBarreljuniper,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Lemon Mash,HCBarrelLemon,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Mead,HCBarrelmead,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of Peach Mash,HCBarrelpeach,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Potato Mash,HCBarrelpotato,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Pumpkin Mash,HCBarrelpumpkin,B41 Beta,Normal,Distillery,Hydrocraft
Barrel of Red Grape Juice,HCBarrelgrape,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of Red Wine,HCBarrelwine,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of Rice Mash,HCBarrelrice,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of Sake,HCBarrelsake,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of vinegar,HCBarrelvinegar,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of White Grape Juice,HCBarrelgrapegreen,B41 Beta,Normal,Winemaking,Hydrocraft
Barrel of White Wine,HCBarrelwinewhite,B41 Beta,Normal,Winemaking,Hydrocraft
Barricade,Barricade,41.1,Normal,items,Classic
Basalt,HCBasalt,B41 Beta,Normal,Mining,Hydrocraft
Baseball,Baseball,41.1,Normal,newitems,Classic
Baseball Bat,BaseballBat,41.1,Weapon,items_weapons,Classic
Baseball Cap,Hat_BaseballCap,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapRed,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapBlue,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapGreen,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCap_Reverse,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapRed_Reverse,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapBlue_Reverse,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Cap,Hat_BaseballCapGreen_Reverse,41.1,Clothing,clothing/clothing_hats,Classic
Baseball Glove,HCBaseballglove,B41 Beta,Normal,Toys,Hydrocraft
Baseballbat with Barbed Wire,HCBaseballbatbarbedwire,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Baseballbat with Hedge Cutter Blade,HCBaseballbatcutter,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Baseballbat with Hedge Trimmer Blade,HCBaseballbattrimmer,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Baseballbat with Screws,HCBaseballbatscrews,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Baseballbat with Tent Pegs,HCBaseballbattentpegs,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Baseballbat with Wrench,HCBaseballbatwrench,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Basic Marinade,HCBasicmarinade,B41 Beta,Drainable,Food Jerky,Hydrocraft
Basic Mathematics Textbook,HCBookmath,B41 Beta,Literature,Books,Hydrocraft
Basil,HCBasil,B41 Beta,Food,Food Condiments,Hydrocraft
Basil Leaf,HCBasilleaf,B41 Beta,Food,Food Vegetables,Hydrocraft
Basil Packet,HCBasilseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Basil Seeds,HCBasilseeds,B41 Beta,Normal,Seeds,Hydrocraft
Basketball,Basketball,41.1,Normal,newitems,Classic
Basketry Textbook,HCBookbasketry,B41 Beta,Literature,Books,Hydrocraft
Bass,Bass,41.1,Food,items_food,Classic
Bass Roe,HCEggbass,B41 Beta,Normal,Fishing,Hydrocraft
Bath Robe,LongCoat_Bathrobe,41.1,Clothing,clothing/clothing_suits,Classic
Bath Sponge,HCSponge,B41 Beta,Normal,Bathroom,Hydrocraft
Bath Towel,BathTowel,41.1,Drainable,newitems,Classic
Bathroom Scale,HCBathroomscale,B41 Beta,Normal,Bathroom,Hydrocraft
Battery,Battery,B41 Beta,Drainable,items,Hydrocraft
Battery Array,HCBatteryarray,B41 Beta,Normal,Solar,Hydrocraft
Battery Case,HCBatterycase,B41 Beta,Normal,Battery,Hydrocraft
Battery Package,HCBatterysixpack,B41 Beta,Normal,Battery,Hydrocraft
Battery Textbook,HCBookbattery,B41 Beta,Literature,Books,Hydrocraft
Bauxite Ore,HCBauxiteore,B41 Beta,Normal,Mining,Hydrocraft
Bay Leaves,HCBayleaves,B41 Beta,Food,Food Condiments,Hydrocraft
Bayonnet,Bayonnet,41.1,WeaponPart,newitems,Classic
BBQ Chicken,HCBBQchicken,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Duck,HCBBQduck,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Goose,HCBBQgoose,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Mushroom,HCBBQshroom,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Rat,HCBBQrat,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Salmon,HCBBQsalmon,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Sauce,HCBBQsauce,B41 Beta,Food,Food Condiments,Hydrocraft
BBQ Small Bird,HCBBQsmallbird,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Steak,HCBBQsteak,B41 Beta,Food,Food BBQ,Hydrocraft
BBQ Turkey,HCBBQturkey,B41 Beta,Food,Food BBQ,Hydrocraft
Beagle (Female),HCBeaglefemale,B41 Beta,Container,Dogs,Hydrocraft
Beagle (Male),HCBeaglemale,B41 Beta,Container,Dogs,Hydrocraft
Beaker With Agar,HCBeakeragar,B41 Beta,Normal,Microbiology,Hydrocraft
Beaker with Ammonia,HCBeakerammonia,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Ammonia,HCBeakerammoniahalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Calcium Oxide And Water,HCBeakerwatercalciumoxid,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Calciumchloride Solution,HCBeakercalciumchloridesolutionhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Coppersulfate solution,HCBeakercoppersulfatesolution,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Ether,HCBeakerselfmadeether,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Ether,HCBeakerselfmadeetherhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With H2O2,HCBeakerh2o2half,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With HMTD Foam,HCBeakerhmtd,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Hot Water,HCBeakerwaterhot,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Hydrogen Peroxide,HCBeakerh2o2,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Hydrogen Peroxide and Hexamethylentetramin,HCBeakerh2o2hexa,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Hydrogen Peroxide and Hexamethylentetramin and Citric Acid,HCBeakerh2o2hexacitricacid,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Mercuric Oxide,HCBeakermercuricoxide,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Mercuricoxide,HCBeakermercuricoxidehalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Methylamin,HCBeakermethylamin,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Methylamin,HCBeakermethylaminhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker with Morphine Hydrochlorid,HCBeakermorphinhydrochlorid,B41 Beta,Normal,Drugs Opium,Hydrocraft
Beaker with Morphine Hydrochlorid Solution,HCBeakermorphinhydrochloridsolution,B41 Beta,Food,Drugs Opium,Hydrocraft
Beaker with Morphine Hydrochlorid Solution,HCBeakermorphinhydrochloridsolution02,B41 Beta,Normal,Drugs Opium,Hydrocraft
Beaker With Morphinhydrochlorid Solution,HCBeakermorphinhydrochloridsolutionhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Muriatic Acid,HCBeakermuriaticacid,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Muriatic Acid,HCBeakermuriaticacidhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Nickel Sulfate solution,HCBeakernickelsulfatesolution,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Nitric Acid,HCBeakernitricacid,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Phenylacetic Acid,HCBeakerphenyl,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Phenylacetic Acid,HCBeakerphenylhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Potassium Permanganate,HCBeakerpotassiumpermanganate,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Potassium Permanganate,HCBeakerpotassiumpermanganatehalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Sodiumhydroxide Solution,HCBeakersodiumhydroxidesolutionhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Sulfuric Acid,HCBeakersulfuricacid,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Sulfuric Acid,HCBeakersulfuricacidhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Trona Solution,HCBeakertronasolution,B41 Beta,Normal,Beakers,Hydrocraft
Beaker With Trona Solution,HCBeakertronasolutionhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Water,HCBeakerwater,B41 Beta,Drainable,Beakers,Hydrocraft
Beaker With Water,HCBeakerwaterhalf,B41 Beta,Drainable,Beakers,Hydrocraft
Bean Seeds,HCBeanseeds,B41 Beta,Normal,Seeds,Hydrocraft
Bean Seeds Packet,HCBeanseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Beanie Hat,Hat_Beany,41.1,Clothing,clothing/clothing_hats,Classic
Beans,HCBeans,B41 Beta,Food,Food Vegetables,Hydrocraft
Bear Poop,HCBearpoop,B41 Beta,Normal,Hunting,Hydrocraft
Bear Sausage,HCSausagebear,B41 Beta,Food,Food Sausage,Hydrocraft
Bear Steak,HCBearsteak,B41 Beta,Food,Food Meat,Hydrocraft
Beaver (Female),HCBeaverfemale,B41 Beta,Normal,Hunting,Hydrocraft
Beaver (Male),HCBeavermale,B41 Beta,Normal,Hunting,Hydrocraft
Beaver Carcass,HCBeavermeat,B41 Beta,Food,Food Meat,Hydrocraft
Bedtime Stories,HCBookbedtime,B41 Beta,Literature,Books,Hydrocraft
Bee Smoker,HCBeesmokerfull,B41 Beta,Drainable,Apiculture,Hydrocraft
Beech Nut,HCBeechnut,B41 Beta,Food,Foraging,Hydrocraft
Beef Jerky,BeefJerky,41.1,Food,items_food,Classic
Beef Ramen,HCRamenbeef,B41 Beta,Food,Food Soup,Hydrocraft
Beef Ramen Flavoring,HCRamenbeefflavor,B41 Beta,Food,Food Condiments,Hydrocraft
Beef Ramen Noodles,HCRamennoodlebowlbeef,B41 Beta,Food,Food Soup,Hydrocraft
Beef Sausage,HCSausagebeef,B41 Beta,Food,Food Sausage,Hydrocraft
Beehive (Stage 1),HCBeehive1Active,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive (Stage 2),HCBeehive2Active,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive (Stage 3),HCBeehive3Active,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive (Stage 3),HCBeehive3bActive,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive with Honey (Stage 1),HCBeehive1full,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive with Honey (Stage 2),HCBeehive2full,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive with Honey (Stage 3),HCBeehive3full,B41 Beta,Normal,Apiculture,Hydrocraft
Beehive with Honey (Stage 3),HCBeehive3bfull,B41 Beta,Normal,Apiculture,Hydrocraft
Beekeeper Hat,HCBeekeeperhat,B41 Beta,Normal,Apiculture,Hydrocraft
Beer,HCBeer1,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer2,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer3,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer4,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer5,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer6,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer7,B41 Beta,Food,Food Bar,Hydrocraft
Beer,HCBeer8,B41 Beta,Food,Food Bar,Hydrocraft
Beer Bottle,BeerBottle,41.1,Food,items_food,Classic
Beer Can,BeerCan,41.1,Food,items_food,Classic
Beer Glass,HCBeerglass,B41 Beta,Normal,Glassworking,Hydrocraft
Beeswax,HCBeeswax,B41 Beta,Normal,Candlemaking,Hydrocraft
Beetle,HCBeetle,B41 Beta,Normal,Bugs,Hydrocraft
Beetle Grub,HCBeetlegrub,B41 Beta,Food,Bugs,Hydrocraft
Beetroot,HCBeet,B41 Beta,Food,Food Vegetables,Hydrocraft
Bell,Bell,41.1,Normal,newitems,Classic
Bell Pepper,BellPepper,41.1,Food,items_food,Classic
Bell Pepper,HCBellpeppergreen,B41 Beta,Food,Food Vegetables,Hydrocraft
Bell Pepper,HCBellpepperyellow,B41 Beta,Food,Food Vegetables,Hydrocraft
Belladonna,HCBelladonna,B41 Beta,Normal,Foraging,Hydrocraft
Bellows,Bellows,41.1,Normal,newitems,Classic
Belt,Belt,41.1,Normal,items,Classic
Belt,Belt2,41.1,Clothing,clothing/clothing_others,Classic
Belt Buckle,HCBeltbuckle,B41 Beta,Normal,Leatherworking,Hydrocraft
Beret,Hat_Beret,41.1,Clothing,clothing/clothing_hats,Classic
Berlinite,HCBerlinite,B41 Beta,Normal,Mining,Hydrocraft
Bernese Mountain Dog (Female),HCBernesefemale,B41 Beta,Container,Dogs,Hydrocraft
Bernese Mountain Dog (Male),HCBernesemale,B41 Beta,Container,Dogs,Hydrocraft
Berries,BerryBlue,41.1,Food,items_food,Classic
Berries,BerryBlack,41.1,Food,items_food,Classic
Berries,BerryGeneric1,41.1,Food,items_food,Classic
Berries,BerryGeneric2,41.1,Food,items_food,Classic
Berries,BerryGeneric3,41.1,Food,items_food,Classic
Berries,BerryGeneric4,41.1,Food,items_food,Classic
Berries,BerryGeneric5,41.1,Food,items_food,Classic
Berries,BerryPoisonIvy,41.1,Food,items_food,Classic
Berry Snack Tarts,HCSnacktartsblue,B41 Beta,Food,Food Snacks,Hydrocraft
Beta Blocker Medical Research,HCBlueprintbetablocker,B41 Beta,Literature,Blueprints,Hydrocraft
Beta Blocker Pill,HCBetablockerpill,B41 Beta,Food,Medical,Hydrocraft
Beta Blocker Pills,HCBetablockerpills,B41 Beta,Normal,Medical,Hydrocraft
Beta Blockers,PillsBeta,41.1,Drainable,items,Classic
Better Shelters and Farms,HCMagazinefarming1,B41 Beta,Literature,Magazines,Hydrocraft
Bicycle,HCBicycle,B41 Beta,Container,Auto,Hydrocraft
Bicycle Helmet,Hat_BicycleHelmet,41.1,Clothing,clothing/clothing_hats,Classic
Bicycle Pump,HCBicyclepump,B41 Beta,Normal,Auto,Hydrocraft
Bicycle Repair Manual,HCBookbicycle,B41 Beta,Literature,Books,Hydrocraft
Bicycle Wheel,HCBicyclewheel,B41 Beta,Normal,Auto,Hydrocraft
Bicycle with Baskets,HCBicycle2,B41 Beta,Container,Auto,Hydrocraft
Big Hiking Bag,Bag_BigHikingBag,41.1,Container,clothing/clothing_others,Classic
Big Spiffo,SpiffoBig,41.1,Normal,newitems,Classic
Bike Helmet,HCHelmbike,B41 Beta,Normal,Armor,Hydrocraft
Bikini,Bikini_TINT,41.1,Clothing,clothing/clothing_others,Classic
Bikini,Bikini_Pattern01,41.1,Clothing,clothing/clothing_others,Classic
Binder Clip,HCBinderclip,B41 Beta,Normal,Office,Hydrocraft
Bindle,HCBindle,B41 Beta,Container,Containers,Hydrocraft
Binoculars,HCBinoculars,B41 Beta,Normal,Camping_HC,Hydrocraft
Biodiesel Can,HCBiodieselcan,B41 Beta,Normal,Biodiesel,Hydrocraft
Biodiesel Textbook,HCBookbiodiesel,B41 Beta,Literature,Books,Hydrocraft
Biogas Tank,HCBiogas,B41 Beta,Normal,Biogas,Hydrocraft
Biohazard Sign,HCSignbiohazard,B41 Beta,Normal,Signs,Hydrocraft
Biology Textbook,HCBookbiology,B41 Beta,Literature,Books,Hydrocraft
Bioplastic,HCBioplastic,B41 Beta,Normal,Plastic,Hydrocraft
Birch Bark,HCBirchbark,B41 Beta,Food,Foraging,Hydrocraft
Birch Bark Basket,HCBirchbarkbasket,B41 Beta,Container,Basketry,Hydrocraft
Birch Bark Basket Tablet,HCTabletbirchbarkbasket,B41 Beta,Literature,Tablets,Hydrocraft
Birch Bark Cup,HCBirchbarkcup,B41 Beta,Normal,Basketry,Hydrocraft
Birch Bark Cup with Water,HCBirchbarkcupfull,B41 Beta,Drainable,Basketry,Hydrocraft
Birch Bark Lure,HCLurebirchbark,B41 Beta,Normal,Fishing,Hydrocraft
Birch Catkin,HCBirchcatkin,B41 Beta,Normal,Foraging,Hydrocraft
Birch Sapling,HCBirch2,B41 Beta,Normal,Trees,Hydrocraft
Birch Sprout,HCBirch1,B41 Beta,Normal,Trees,Hydrocraft
Birch Tree Stump,HCBirchstump,B41 Beta,Normal,Trees,Hydrocraft
Bird Cage,HCBirdcage,B41 Beta,Container,Pet,Hydrocraft
Bird Call,HCBirdcall,B41 Beta,Normal,Carpentry,Hydrocraft
Bird Feeder,HCBirdfeeder,B41 Beta,Normal,Pet,Hydrocraft
Bird Fieldguide,HCBookbirdgude,B41 Beta,Literature,Books,Hydrocraft
Bird Nest,HCBirdnest,B41 Beta,Normal,Foraging,Hydrocraft
Bird Nest with Eggs,HCBirdnesteggs,B41 Beta,Normal,Foraging,Hydrocraft
Bird Sausage,HCSausagebird,B41 Beta,Food,Food Sausage,Hydrocraft
Birdie,HCBirdie,B41 Beta,Normal,Toys,Hydrocraft
Birth Control Pills,HCBirthcontrolpills,B41 Beta,Drainable,Medical,Hydrocraft
Biscuit,Biscuit,41.1,Food,items_food,Classic
Biscuit,HCBisket,B41 Beta,Food,Food Flour,Hydrocraft
Black Ant,HCBlackant,B41 Beta,Normal,Bugs,Hydrocraft
Black Ant Farm,HCAntfarmblack,B41 Beta,Normal,Bugs,Hydrocraft
Black Band Fedora,Hat_Fedora_Delmonte,41.1,Clothing,clothing/clothing_hats,Classic
Black Beans,Blackbeans,41.1,Food,items_food,Classic
Black Bear (Female),HCBlackbearfemale,B41 Beta,Normal,Hunting,Hydrocraft
Black Bear (Male),HCBlackbearmale,B41 Beta,Normal,Hunting,Hydrocraft
Black Bear Carcass,HCBlackbearmeat,B41 Beta,Food,Food Meat,Hydrocraft
Black Bear Cloak,HCCloakbearblack,B41 Beta,Clothing,Leatherworking,Hydrocraft
Black Bear Skeleton,HCBlackbearbones,B41 Beta,Normal,Boneworking,Hydrocraft
Black Carpet,HCCarpetblack,B41 Beta,Moveable,Floors,Hydrocraft
Black Chess Pieces,ChessBlack,41.1,Normal,newitems,Classic
Black Corset,Corset_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Currant,HCBlackcurrant,B41 Beta,Food,Foraging,Hydrocraft
Black Duck (Female),HCBlackduckfemale,B41 Beta,Normal,Hunting,Hydrocraft
Black Duck (Male),HCBlackduckmale,B41 Beta,Normal,Hunting,Hydrocraft
Black Electric Bass,GuitarElectricBassBlack,41.1,Weapon,items_weapons,Classic
Black Electric Guitar,GuitarElectricBlack,41.1,Weapon,items_weapons,Classic
Black Feather,HCBlackfeathers,B41 Beta,Normal,Foraging,Hydrocraft
Black Forest Cake Slice,CakeBlackForest,41.1,Food,items_food,Classic
Black Frilly Strapless Bra,Bra_Strapless_FrillyBlack,41.1,Clothing,clothing/clothing_underwear,Classic
Black Frilly Straps Bra,Bra_Straps_FrillyBlack,41.1,Clothing,clothing/clothing_underwear,Classic
Black Frilly Underpants,FrillyUnderpants_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Hair Dye,HairDyeBlack,41.1,Drainable,newitems,Classic
Black Leather Trousers,Trousers_LeatherBlack,41.1,Clothing,clothing/clothing_pants,Classic
Black Paint,PaintBlack,B41 Beta,Drainable,items,Hydrocraft
Black Sage,BlackSage,41.1,Food,items_food,Classic
Black Speedo,Briefs_SmallTrunks_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Strapless Bra,Bra_Strapless_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Straps Bra,Bra_Straps_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Tea Leaves,HCTeablack,B41 Beta,Normal,Herbalism,Hydrocraft
Black Trousers,Trousers_Black,41.1,Clothing,clothing/clothing_pants,Classic
Black Underpants,Underpants_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Black Widow Spider,HCBlackwidow,B41 Beta,Normal,Bugs,Hydrocraft
Black Yarn,HCYarnblack,B41 Beta,Normal,Tailoring,Hydrocraft
Blackberry Juice,HCWhiskeyblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Juice,HCClingmugblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Juice,HCPopbottleblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Juice,HCRemouladeblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Juice,HCMayonnaiseblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Juice,HCWaterbottleblackberryjuice,B41 Beta,Food,Food Juice,Hydrocraft
Blackberry Pie,HCPieblackberry,B41 Beta,Food,Food Pies,Hydrocraft
Blackberry Seeds,HCBlackberryseeds,B41 Beta,Normal,Seeds,Hydrocraft
Blackberry Seeds Packet,HCBlackberryseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Blacksmith Apron,HCBlacksmithapron,B41 Beta,Normal,Leatherworking,Hydrocraft
Blackthorn Berry,HCBlackthornberry,B41 Beta,Food,Foraging,Hydrocraft
Blank Cheque,HCCheque,B41 Beta,Normal,Money,Hydrocraft
Blast Furnace,HCBlastfurnace,B41 Beta,Normal,Metalurgy,Hydrocraft
Blast Furnace,HCBlastfurnace2,B41 Beta,Container,Metalurgy,Hydrocraft
Bleach,Bleach,41.1,Food,items_food,Classic
Bleach Bottle With Water,WaterBleachBottle,41.1,Drainable,items_food,Classic
Bleeding Heart,HCBleedingheart,B41 Beta,Normal,Foraging,Hydrocraft
Blender,HCBlender,B41 Beta,Normal,Kitchen,Hydrocraft
Blender with Dead Battery,HCBlenderdead,B41 Beta,Normal,Kitchen,Hydrocraft
Blender with Power,HCBlenderpowered,B41 Beta,Drainable,Kitchen,Hydrocraft
Blewit Mushroom,HCBlewitshroom,B41 Beta,Food,Food Shrooms,Hydrocraft
Bloated Leech,HCLeechbloated,B41 Beta,Normal,Bugs,Hydrocraft
Block Mold,HCBlockmold,B41 Beta,Drainable,Pottery,Hydrocraft
Blonde Hair Dye,HairDyeBlonde,41.1,Drainable,newitems,Classic
Bloody Dissection Table,HCDissectiontablebloody,B41 Beta,Normal,Medical,Hydrocraft
Bloody Mary Drink,HCDrinkbloodymary,B41 Beta,Food,Food Bar,Hydrocraft
Bloody Mary Mixer,HCBloodymarymixer,B41 Beta,Food,Food Bar,Hydrocraft
Blowfish,HCBlowfish,B41 Beta,Food,Food Seafood,Hydrocraft
Blue Agave Packet,HCAgaveblueseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Blue Agave Seeds,HCAgaveblueseeds,B41 Beta,Normal,Seeds,Hydrocraft
Blue Barrel with Acid and Corpse,HCBluebarrelcorpse,B41 Beta,Normal,Barrels,Hydrocraft
Blue Barrel with Ammonia,HCAmmoniabarrelbluefull,B41 Beta,Drainable,Barrels,Hydrocraft
Blue Barrel with Methylamin,HCMethylaminbarrelbluefull,B41 Beta,Drainable,Barrels,Hydrocraft
Blue Barrel with Phenylacetic Acid,HCPhenylbarrelbluefull,B41 Beta,Drainable,Barrels,Hydrocraft
Blue Barrel with Sulfuric Acid,HCSulfuricacidbarrelbluefull,B41 Beta,Drainable,Barrels,Hydrocraft
Blue Butterfly,HCButterfly,B41 Beta,Normal,Bugs,Hydrocraft
Blue Carpet,HCCarpetblue,B41 Beta,Moveable,Floors,Hydrocraft
Blue Corn,HCCornblue,B41 Beta,Food,Food Vegetables,Hydrocraft
Blue Corn Seeds,HCCornblueseeds,B41 Beta,Normal,Seeds,Hydrocraft
Blue Corn Seeds Packet,HCCornblueseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Blue Daisy,HCBluedaisy,B41 Beta,Normal,Foraging,Hydrocraft
Blue Electric Bass,GuitarElectricBassBlue,41.1,Weapon,items_weapons,Classic
Blue Electric Guitar,GuitarElectricBlue,41.1,Weapon,items_weapons,Classic
Blue Empty Ammonia Barrel,HCAmmoniabarrelblueempty,B41 Beta,Container,Barrels,Hydrocraft
Blue Empty Methylamin Barrel,HCMethylaminbarrelblueempty,B41 Beta,Container,Barrels,Hydrocraft
Blue Empty Phenylacetic Acid Barrel,HCPhenylbarrelblueempty,B41 Beta,Container,Barrels,Hydrocraft
Blue Empty Sulfuric Acid Barrel,HCSulfuricacidbarrelblueempty,B41 Beta,Container,Barrels,Hydrocraft
Blue Fireman T-Shirt,Tshirt_Profession_FiremanBlue,41.1,Clothing,clothing/clothing_shirts,Classic
Blue Glowstick,HCGlowstickblue,B41 Beta,Normal,Lights,Hydrocraft
